date,state,district,demo_age_5_17,demo_age_17_plus
01-03-2025,Odisha,Sonapur,477,4437
01-03-2025,Odisha,Subarnapur,106,1366
01-03-2025,Odisha,Sundargarh,45,304
01-03-2025,Odisha,Sundergarh,2164,16702
01-03-2025,Puducherry,Karaikal,147,1109
01-03-2025,Puducherry,Puducherry,332,2768
01-03-2025,Punjab,Amritsar,868,13927
01-03-2025,Punjab,Barnala,206,4091
01-03-2025,Punjab,Bathinda,219,5745
01-03-2025,Punjab,Faridkot,132,2753
01-03-2025,Punjab,Fatehgarh Sahib,261,4464
01-03-2025,Punjab,Fazilka,366,6544
01-03-2025,Punjab,Ferozepur,489,7846
01-03-2025,Punjab,Firozpur,14,325
01-03-2025,Punjab,Gurdaspur,678,13549
01-03-2025,Punjab,Hoshiarpur,614,8400
01-03-2025,Punjab,Jalandhar,815,12161
01-03-2025,Punjab,Kapurthala,62,1038
01-03-2025,Punjab,Ludhiana,1538,21750
01-03-2025,Punjab,Malerkotla,259,3960
01-03-2025,Punjab,Mansa,291,6316
01-03-2025,Punjab,Moga,196,3904
01-03-2025,Punjab,Pathankot,169,1831
01-03-2025,Punjab,Patiala,838,14443
01-03-2025,Punjab,Rupnagar,242,2572
01-03-2025,Punjab,SAS Nagar (Mohali),743,9491
01-03-2025,Punjab,Sangrur,383,7918
01-03-2025,Punjab,Shaheed Bhagat Singh Nagar,88,838
01-03-2025,Punjab,Sri Muktsar Sahib,537,7320
01-03-2025,Punjab,Tarn Taran,139,4039
01-03-2025,Rajasthan,Ajmer,2964,40194
01-03-2025,Rajasthan,Alwar,4299,55898
01-03-2025,Rajasthan,Banswara,1056,52902
01-03-2025,Rajasthan,Baran,2233,39435
01-03-2025,Rajasthan,Barmer,3007,56849
01-03-2025,Rajasthan,Bharatpur,2132,41005
01-03-2025,Rajasthan,Bhilwara,1549,43583
01-03-2025,Rajasthan,Bikaner,2307,22668
01-03-2025,Rajasthan,Bundi,1237,21657
01-03-2025,Rajasthan,Chittorgarh,1524,28575
01-03-2025,Rajasthan,Churu,1756,25226
01-03-2025,Rajasthan,Dausa,1503,19405
01-03-2025,Rajasthan,Dholpur,2248,33851
01-03-2025,Rajasthan,Dungarpur,940,60463
01-03-2025,Rajasthan,Ganganagar,1660,27882
01-03-2025,Rajasthan,Hanumangarh,1862,29012
01-03-2025,Rajasthan,Jaipur,5725,52905
01-03-2025,Rajasthan,Jaisalmer,365,4680
01-03-2025,Rajasthan,Jalor,1707,38034
01-03-2025,Rajasthan,Jhalawar,1904,45544
01-03-2025,Rajasthan,Jhunjhunun,1168,15045
01-03-2025,Rajasthan,Jodhpur,3137,56653
01-03-2025,Rajasthan,Karauli,2295,23136
01-03-2025,Rajasthan,Kota,2431,32899
01-03-2025,Rajasthan,Nagaur,2751,43478
01-03-2025,Rajasthan,Pali,1078,24932
01-03-2025,Rajasthan,Pratapgarh,618,17626
01-03-2025,Rajasthan,Rajsamand,1184,16806
01-03-2025,Rajasthan,Sawai Madhopur,1193,14611
01-03-2025,Rajasthan,Sikar,2628,22158
01-03-2025,Rajasthan,Sirohi,769,13048
01-03-2025,Rajasthan,Tonk,1093,16897
01-03-2025,Rajasthan,Udaipur,2318,58055
01-03-2025,Sikkim,East,84,1537
01-03-2025,Sikkim,East Sikkim,107,907
01-03-2025,Sikkim,South,34,1224
01-03-2025,Sikkim,South Sikkim,38,371
01-03-2025,Sikkim,West,34,520
01-03-2025,Sikkim,West Sikkim,75,572
01-03-2025,Tamil Nadu,Ariyalur,511,7097
01-03-2025,Tamil Nadu,Chengalpattu,308,2753
01-03-2025,Tamil Nadu,Chennai,2515,28888
01-03-2025,Tamil Nadu,Coimbatore,1929,24925
01-03-2025,Tamil Nadu,Cuddalore,1129,21316
01-03-2025,Tamil Nadu,Dharmapuri,868,10214
01-03-2025,Tamil Nadu,Dindigul,1276,13938
01-03-2025,Tamil Nadu,Erode,964,15860
01-03-2025,Tamil Nadu,Kallakurichi,360,2296
01-03-2025,Tamil Nadu,Kancheepuram,2708,33707
01-03-2025,Tamil Nadu,Kanniyakumari,1244,11553
01-03-2025,Tamil Nadu,Kanyakumari,1421,5826
01-03-2025,Tamil Nadu,Karur,299,4483
01-03-2025,Tamil Nadu,Krishnagiri,1592,16002
01-03-2025,Tamil Nadu,Madurai,2197,24984
01-03-2025,Tamil Nadu,Mayiladuthurai,78,518
01-03-2025,Tamil Nadu,Nagapattinam,200,3737
01-03-2025,Tamil Nadu,Namakkal,675,8153
01-03-2025,Tamil Nadu,Perambalur,248,2972
01-03-2025,Tamil Nadu,Pudukkottai,782,11725
01-03-2025,Tamil Nadu,Ramanathapuram,765,9136
01-03-2025,Tamil Nadu,Ranipet,22,87
01-03-2025,Tamil Nadu,Salem,2020,25828
01-03-2025,Tamil Nadu,Sivaganga,559,5841
01-03-2025,Tamil Nadu,Tenkasi,356,1933
01-03-2025,Tamil Nadu,Thanjavur,1247,19276
01-03-2025,Tamil Nadu,The Nilgiris,216,2308
01-03-2025,Tamil Nadu,Theni,453,7467
01-03-2025,Tamil Nadu,Thiruvarur,433,6086
01-03-2025,Tamil Nadu,Thoothukkudi,809,8492
01-03-2025,Tamil Nadu,Tiruchirappalli,1393,15845
01-03-2025,Tamil Nadu,Tirunelveli,2343,18957
01-03-2025,Tamil Nadu,Tirupattur,275,1985
01-03-2025,Tamil Nadu,Tiruppur,1481,16831
01-03-2025,Tamil Nadu,Tiruvallur,2896,33401
01-03-2025,Tamil Nadu,Tiruvannamalai,972,15292
01-03-2025,Tamil Nadu,Vellore,1267,17237
01-03-2025,Tamil Nadu,Villupuram,751,6302
01-03-2025,Tamil Nadu,Viluppuram,57,924
01-03-2025,Tamil Nadu,Virudhunagar,954,9015
01-03-2025,Telangana,Adilabad,1388,8140
01-03-2025,Telangana,Bhadradri Kothagudem,1083,7541
01-03-2025,Telangana,Hanumakonda,377,3339
01-03-2025,Telangana,Hyderabad,5726,27917
01-03-2025,Telangana,Jagitial,585,2506
01-03-2025,Telangana,Jangaon,26,32
01-03-2025,Telangana,Jangoan,191,1806
01-03-2025,Telangana,Jayashankar Bhupalpally,369,4758
01-03-2025,Telangana,Jogulamba Gadwal,1940,4634
01-03-2025,Telangana,K.v. Rangareddy,6871,35518
01-03-2025,Telangana,Kamareddy,702,2202
01-03-2025,Telangana,Karimnagar,3095,17598
01-03-2025,Telangana,Khammam,1381,11374
01-03-2025,Telangana,Komaram Bheem,609,4268
01-03-2025,Telangana,Mahabubabad,555,4091
01-03-2025,Telangana,Mahabubnagar,5748,16116
01-03-2025,Telangana,Mancherial,483,3732
01-03-2025,Telangana,Medak,2501,8887
01-03-2025,Telangana,Medchal-malkajgiri,2658,14039
01-03-2025,Telangana,Medchal?malkajgiri,87,257
01-03-2025,Telangana,Mulugu,292,2680
01-03-2025,Telangana,Nagarkurnool,924,3771
01-03-2025,Telangana,Nalgonda,2928,15589
01-03-2025,Telangana,Narayanpet,387,1975
01-03-2025,Telangana,Nirmal,535,2546
01-03-2025,Telangana,Nizamabad,3492,13865
01-03-2025,Telangana,Peddapalli,116,1016
01-03-2025,Telangana,Rajanna Sircilla,323,1869
01-03-2025,Telangana,Rangareddy,139,1291
01-03-2025,Telangana,Sangareddy,1546,5717
01-03-2025,Telangana,Siddipet,995,3196
01-03-2025,Telangana,Suryapet,578,5294
01-03-2025,Telangana,Vikarabad,1011,3576
01-03-2025,Telangana,Wanaparthy,1151,5362
01-03-2025,Telangana,Warangal,1400,4982
01-03-2025,Telangana,Warangal Rural,193,2456
01-03-2025,Telangana,Warangal Urban,536,3682
01-03-2025,Telangana,Yadadri.,869,11043
01-03-2025,Tripura,Dhalai,228,3409
01-03-2025,Tripura,Gomati,428,3433
01-03-2025,Tripura,Khowai,58,825
01-03-2025,Tripura,North Tripura,339,3878
01-03-2025,Tripura,Sepahijala,201,3875
01-03-2025,Tripura,South Tripura,551,9691
01-03-2025,Tripura,Unakoti,170,654
01-03-2025,Tripura,West Tripura,677,11859
01-03-2025,Uttar Pradesh,Agra,3075,31323
01-03-2025,Uttar Pradesh,Aligarh,3209,43493
01-03-2025,Uttar Pradesh,Allahabad,3797,47781
01-03-2025,Uttar Pradesh,Ambedkar Nagar,1731,19088
01-03-2025,Uttar Pradesh,Amethi,1407,20455
01-03-2025,Uttar Pradesh,Amroha,1126,18090
01-03-2025,Uttar Pradesh,Auraiya,1351,15779
01-03-2025,Uttar Pradesh,Ayodhya,498,4660
01-03-2025,Uttar Pradesh,Azamgarh,3951,43297
01-03-2025,Uttar Pradesh,Baghpat,1142,12118
01-03-2025,Uttar Pradesh,Bahraich,1873,28463
01-03-2025,Uttar Pradesh,Ballia,2357,25254
01-03-2025,Uttar Pradesh,Balrampur,1246,21182
01-03-2025,Uttar Pradesh,Banda,773,16638
01-03-2025,Uttar Pradesh,Bara Banki,1517,27371
01-03-2025,Uttar Pradesh,Bareilly,3507,43031
01-03-2025,Uttar Pradesh,Basti,1761,22039
01-03-2025,Uttar Pradesh,Bhadohi,582,5527
01-03-2025,Uttar Pradesh,Bijnor,2491,32448
01-03-2025,Uttar Pradesh,Budaun,3400,53606
01-03-2025,Uttar Pradesh,Bulandshahr,3371,34208
01-03-2025,Uttar Pradesh,Chandauli,2398,25276
01-03-2025,Uttar Pradesh,Chitrakoot,761,14521
01-03-2025,Uttar Pradesh,Deoria,2215,25099
01-03-2025,Uttar Pradesh,Etah,874,13275
01-03-2025,Uttar Pradesh,Etawah,1007,11345
01-03-2025,Uttar Pradesh,Faizabad,1317,17446
01-03-2025,Uttar Pradesh,Farrukhabad,1094,16456
01-03-2025,Uttar Pradesh,Fatehpur,1821,32439
01-03-2025,Uttar Pradesh,Firozabad,1230,19481
01-03-2025,Uttar Pradesh,Gautam Buddha Nagar,2558,21789
01-03-2025,Uttar Pradesh,Ghaziabad,4532,48594
01-03-2025,Uttar Pradesh,Ghazipur,4225,38708
01-03-2025,Uttar Pradesh,Gonda,2309,40506
01-03-2025,Uttar Pradesh,Gorakhpur,4752,44058
01-03-2025,Uttar Pradesh,Hamirpur,514,10597
01-03-2025,Uttar Pradesh,Hapur,685,7609
01-03-2025,Uttar Pradesh,Hardoi,2141,39153
01-03-2025,Uttar Pradesh,Hathras,1280,16626
01-03-2025,Uttar Pradesh,Jalaun,736,16339
01-03-2025,Uttar Pradesh,Jaunpur,3692,41667
01-03-2025,Uttar Pradesh,Jhansi,1181,19456
01-03-2025,Uttar Pradesh,Kannauj,1242,15118
01-03-2025,Uttar Pradesh,Kanpur Dehat,1569,23952
01-03-2025,Uttar Pradesh,Kanpur Nagar,2609,34198
01-03-2025,Uttar Pradesh,Kasganj,678,9513
01-03-2025,Uttar Pradesh,Kaushambi,1844,22196
01-03-2025,Uttar Pradesh,Kheri,2781,61663
01-03-2025,Uttar Pradesh,Kushinagar,5081,51097
01-03-2025,Uttar Pradesh,Lalitpur,1009,14542
01-03-2025,Uttar Pradesh,Lucknow,3206,35781
01-03-2025,Uttar Pradesh,Maharajganj,2613,34402
01-03-2025,Uttar Pradesh,Mahoba,326,6632
01-03-2025,Uttar Pradesh,Mainpuri,1453,21141
01-03-2025,Uttar Pradesh,Mathura,2743,33126
01-03-2025,Uttar Pradesh,Mau,2064,21144
01-03-2025,Uttar Pradesh,Meerut,2831,39033
01-03-2025,Uttar Pradesh,Mirzapur,1397,19969
01-03-2025,Uttar Pradesh,Moradabad,2088,25403
01-03-2025,Uttar Pradesh,Muzaffarnagar,2290,25940
01-03-2025,Uttar Pradesh,Pilibhit,2086,30504
01-03-2025,Uttar Pradesh,Pratapgarh,2030,29300
01-03-2025,Uttar Pradesh,Prayagraj,875,7858
01-03-2025,Uttar Pradesh,Rae Bareli,2304,31162
01-03-2025,Uttar Pradesh,Rampur,1831,21967
01-03-2025,Uttar Pradesh,Saharanpur,2099,27065
01-03-2025,Uttar Pradesh,Sambhal,1659,30002
01-03-2025,Uttar Pradesh,Sant Kabir Nagar,2229,27700
01-03-2025,Uttar Pradesh,Sant Ravidas Nagar,904,11113
01-03-2025,Uttar Pradesh,Shahjahanpur,1569,23283
01-03-2025,Uttar Pradesh,Shamli,1257,13567
01-03-2025,Uttar Pradesh,Shrawasti,1216,22076
01-03-2025,Uttar Pradesh,Siddharthnagar,1645,20326
01-03-2025,Uttar Pradesh,Sitapur,2895,52320
01-03-2025,Uttar Pradesh,Sonbhadra,1435,21632
01-03-2025,Uttar Pradesh,Sultanpur,1453,17113
01-03-2025,Uttar Pradesh,Unnao,1779,33548
01-03-2025,Uttar Pradesh,Varanasi,4331,41140
01-03-2025,Uttarakhand,Almora,458,3786
01-03-2025,Uttarakhand,Bageshwar,271,2070
01-03-2025,Uttarakhand,Chamoli,338,4127
01-03-2025,Uttarakhand,Champawat,338,2926
01-03-2025,Uttarakhand,Dehradun,1561,14983
01-03-2025,Uttarakhand,Haridwar,1765,15728
01-03-2025,Uttarakhand,Nainital,720,5685
01-03-2025,Uttarakhand,Pauri Garhwal,214,2593
01-03-2025,Uttarakhand,Pithoragarh,340,3760
01-03-2025,Uttarakhand,Rudraprayag,302,2870
01-03-2025,Uttarakhand,Tehri Garhwal,704,6122
01-03-2025,Uttarakhand,Udham Singh Nagar,2908,23187
01-03-2025,Uttarakhand,Uttarkashi,189,2004
01-03-2025,West Bengal,Alipurduar,207,1965
01-03-2025,West Bengal,Bankura,1471,19145
01-03-2025,West Bengal,Barddhaman,983,18621
01-03-2025,West Bengal,Birbhum,1816,22615
01-03-2025,West Bengal,Cooch Behar,1117,14568
01-03-2025,West Bengal,Dakshin Dinajpur,778,12070
01-03-2025,West Bengal,Darjeeling,548,9625
01-03-2025,West Bengal,Hooghly,1658,30729
01-03-2025,West Bengal,Howrah,1183,21714
01-03-2025,West Bengal,Jalpaiguri,883,19730
01-03-2025,West Bengal,Jhargram,243,1940
01-03-2025,West Bengal,Kalimpong,46,312
01-03-2025,West Bengal,Kolkata,701,19799
01-03-2025,West Bengal,Malda,2616,29728
01-03-2025,West Bengal,Murshidabad,3555,44606
01-03-2025,West Bengal,Nadia,1540,30006
01-03-2025,West Bengal,North 24 Parganas,3445,59814
01-03-2025,West Bengal,Paschim Bardhaman,428,4171
01-03-2025,West Bengal,Paschim Medinipur,2036,27216
01-03-2025,West Bengal,Purba Bardhaman,998,8127
01-03-2025,West Bengal,Purba Medinipur,2240,22512
01-03-2025,West Bengal,Puruliya,1466,18944
01-03-2025,West Bengal,South 24 Parganas,4037,63176
01-03-2025,West Bengal,South Twenty Four Parganas,12,943
01-03-2025,West Bengal,Uttar Dinajpur,1488,22897
01-04-2025,Andhra Pradesh,Ananthapuramu,440,1864
01-04-2025,Andhra Pradesh,Annamayya,314,1706
01-04-2025,Andhra Pradesh,Chittoor,225,1103
01-04-2025,Andhra Pradesh,East Godavari,380,3330
01-04-2025,Andhra Pradesh,Guntur,768,6552
01-04-2025,Andhra Pradesh,Krishna,126,970
01-04-2025,Andhra Pradesh,Kurnool,1814,10590
01-04-2025,Andhra Pradesh,Nandyal,84,474
01-04-2025,Andhra Pradesh,Sri Sathya Sai,138,388
01-04-2025,Andhra Pradesh,Srikakulam,596,2583
01-04-2025,Andhra Pradesh,Visakhapatnam,1034,7788
01-04-2025,Andhra Pradesh,West Godavari,434,2982
01-04-2025,Andhra Pradesh,Y. S. R,346,1852
01-04-2025,Assam,Bongaigaon,348,4007
01-04-2025,Bihar,Bhagalpur,930,4372
01-04-2025,Bihar,Katihar,1274,8724
01-04-2025,Chandigarh,Chandigarh,3917,10968
01-04-2025,Chhattisgarh,Balod,230,1209
01-04-2025,Chhattisgarh,Baloda Bazar,126,3568
01-04-2025,Chhattisgarh,Bastar,400,3246
01-04-2025,Chhattisgarh,Bemetara,270,3214
01-04-2025,Chhattisgarh,Bilaspur,416,5016
01-04-2025,Chhattisgarh,Durg,1119,4996
01-04-2025,Chhattisgarh,Janjgir-champa,280,3518
01-04-2025,Chhattisgarh,Jashpur,160,707
01-04-2025,Chhattisgarh,Korba,250,3620
01-04-2025,Chhattisgarh,Koriya,153,756
01-04-2025,Chhattisgarh,Mahasamund,235,3724
01-04-2025,Chhattisgarh,Raigarh,334,2756
01-04-2025,Chhattisgarh,Raipur,933,9415
01-04-2025,Chhattisgarh,Rajnandgaon,510,5232
01-04-2025,Chhattisgarh,Surguja,833,7328
01-04-2025,Dadra and Nagar Haveli,Dadra and Nagar Haveli,156,966
01-04-2025,Delhi,Central Delhi,1317,12202
01-04-2025,Delhi,East Delhi,6792,32844
01-04-2025,Delhi,North Delhi,2209,16742
01-04-2025,Delhi,North East Delhi,7128,25034
01-04-2025,Delhi,North West Delhi,9362,53618
01-04-2025,Delhi,Shahdara,1027,3864
01-04-2025,Delhi,South Delhi,6371,48988
01-04-2025,Delhi,South West Delhi,4873,32293
01-04-2025,Delhi,West Delhi,6499,41588
01-04-2025,Gujarat,Ahmedabad,2269,19402
01-04-2025,Gujarat,Gandhinagar,512,4636
01-04-2025,Gujarat,Kachchh,818,4824
01-04-2025,Gujarat,Mahesana,310,1636
01-04-2025,Gujarat,Morbi,352,2174
01-04-2025,Gujarat,Narmada,82,370
01-04-2025,Gujarat,Rajkot,584,8057
01-04-2025,Gujarat,Surat,2286,23666
01-04-2025,Gujarat,Valsad,168,464
01-04-2025,Haryana,Ambala,470,2668
01-04-2025,Haryana,Bhiwani,439,2407
01-04-2025,Haryana,Faridabad,3062,16457
01-04-2025,Haryana,Fatehabad,171,1188
01-04-2025,Haryana,Gurgaon,2353,15690
01-04-2025,Haryana,Hisar,664,4564
01-04-2025,Haryana,Jhajjar,469,2115
01-04-2025,Haryana,Jind,634,3782
01-04-2025,Haryana,Kaithal,1160,6602
01-04-2025,Haryana,Karnal,320,2094
01-04-2025,Haryana,Kurukshetra,432,2834
01-04-2025,Haryana,Mahendragarh,347,2148
01-04-2025,Haryana,Mewat,225,2072
01-04-2025,Haryana,Palwal,160,1302
01-04-2025,Haryana,Panchkula,792,2424
01-04-2025,Haryana,Panipat,2078,12268
01-04-2025,Haryana,Rewari,1084,5710
01-04-2025,Haryana,Rohtak,617,2777
01-04-2025,Haryana,Sirsa,624,4337
01-04-2025,Haryana,Sonipat,1942,10449
01-04-2025,Haryana,Yamuna Nagar,706,3956
01-04-2025,Himachal Pradesh,Bilaspur,58,392
01-04-2025,Himachal Pradesh,Hamirpur,28,348
01-04-2025,Himachal Pradesh,Sirmaur,130,253
01-04-2025,Himachal Pradesh,Una,108,541
01-04-2025,Jammu and Kashmir,Anantnag,571,3034
01-04-2025,Jammu and Kashmir,Bandipore,380,2828
01-04-2025,Jammu and Kashmir,Baramula,750,5230
01-04-2025,Jammu and Kashmir,Budgam,1209,2512
01-04-2025,Jammu and Kashmir,Doda,124,958
01-04-2025,Jammu and Kashmir,Ganderbal,160,928
01-04-2025,Jammu and Kashmir,Jammu,154,1214
01-04-2025,Jammu and Kashmir,Kathua,312,2136
01-04-2025,Jammu and Kashmir,Kishtwar,178,632
01-04-2025,Jammu and Kashmir,Kulgam,523,2358
01-04-2025,Jammu and Kashmir,Kupwara,1782,8166
01-04-2025,Jammu and Kashmir,Pulwama,244,1343
01-04-2025,Jammu and Kashmir,Punch,670,3193
01-04-2025,Jammu and Kashmir,Rajouri,166,852
01-04-2025,Jammu and Kashmir,Ramban,288,962
01-04-2025,Jammu and Kashmir,Samba,52,258
01-04-2025,Jammu and Kashmir,Srinagar,138,1214
01-04-2025,Jammu and Kashmir,Udhampur,214,1980
01-04-2025,Jharkhand,Ranchi,606,5520
01-04-2025,Karnataka,Bagalkot,567,1485
01-04-2025,Karnataka,Ballari,116,557
01-04-2025,Karnataka,Bangalore Rural,692,5336
01-04-2025,Karnataka,Belagavi,165,694
01-04-2025,Karnataka,Bengaluru,2886,20115
01-04-2025,Karnataka,Chikkaballapur,614,4058
01-04-2025,Karnataka,Chitradurga,219,1323
01-04-2025,Karnataka,Dakshina Kannada,212,648
01-04-2025,Karnataka,Davangere,198,1020
01-04-2025,Karnataka,Dharwad,1240,4056
01-04-2025,Karnataka,Hassan,228,1326
01-04-2025,Karnataka,Haveri,437,1881
01-04-2025,Karnataka,Kalaburagi,597,2029
01-04-2025,Karnataka,Kolar,382,2226
01-04-2025,Karnataka,Koppal,388,1880
01-04-2025,Karnataka,Mandya,28,282
01-04-2025,Karnataka,Mysuru,507,3128
01-04-2025,Karnataka,Raichur,124,1066
01-04-2025,Karnataka,Ramanagar,96,694
01-04-2025,Karnataka,Shivamogga,118,584
01-04-2025,Karnataka,Tumakuru,331,1465
01-04-2025,Karnataka,Yadgir,374,866
01-04-2025,Madhya Pradesh,Anuppur,695,3094
01-04-2025,Madhya Pradesh,Ashok Nagar,744,4620
01-04-2025,Madhya Pradesh,Balaghat,1622,5319
01-04-2025,Madhya Pradesh,Barwani,1344,9018
01-04-2025,Madhya Pradesh,Betul,726,2602
01-04-2025,Madhya Pradesh,Bhopal,1269,9365
01-04-2025,Madhya Pradesh,Chhatarpur,510,2342
01-04-2025,Madhya Pradesh,Chhindwara,2353,6995
01-04-2025,Madhya Pradesh,Damoh,540,3880
01-04-2025,Madhya Pradesh,Dewas,236,2462
01-04-2025,Madhya Pradesh,Dhar,758,3372
01-04-2025,Madhya Pradesh,Dindori,1277,5845
01-04-2025,Madhya Pradesh,Guna,452,3358
01-04-2025,Madhya Pradesh,Gwalior,241,1547
01-04-2025,Madhya Pradesh,Indore,2010,14843
01-04-2025,Madhya Pradesh,Jabalpur,304,2764
01-04-2025,Madhya Pradesh,Katni,766,5004
01-04-2025,Madhya Pradesh,Khargone,338,1622
01-04-2025,Madhya Pradesh,Mandla,1959,6138
01-04-2025,Madhya Pradesh,Mandsaur,562,1506
01-04-2025,Madhya Pradesh,Morena,1050,5570
01-04-2025,Madhya Pradesh,Narsinghpur,407,2627
01-04-2025,Madhya Pradesh,Neemuch,448,2520
01-04-2025,Madhya Pradesh,Raisen,715,3580
01-04-2025,Madhya Pradesh,Ratlam,676,4924
01-04-2025,Madhya Pradesh,Rewa,178,1332
01-04-2025,Madhya Pradesh,Sagar,368,2521
01-04-2025,Madhya Pradesh,Satna,1098,6018
01-04-2025,Madhya Pradesh,Sehore,506,1974
01-04-2025,Madhya Pradesh,Seoni,1374,5539
01-04-2025,Madhya Pradesh,Shahdol,132,553
01-04-2025,Madhya Pradesh,Singrauli,1584,7700
01-04-2025,Madhya Pradesh,Ujjain,1231,6260
01-04-2025,Madhya Pradesh,Umaria,127,560
01-04-2025,Madhya Pradesh,Vidisha,956,4084
01-04-2025,Maharashtra,Aurangabad,261,1965
01-04-2025,Maharashtra,Beed,464,4882
01-04-2025,Maharashtra,Buldhana,37,490
01-04-2025,Maharashtra,Chandrapur,31,410
01-04-2025,Maharashtra,Gadchiroli,117,724
01-04-2025,Maharashtra,Gondiya,194,948
01-04-2025,Maharashtra,Jalgaon,412,2440
01-04-2025,Maharashtra,Mumbai City,323,3059
01-04-2025,Maharashtra,Mumbai Suburban,559,4867
01-04-2025,Maharashtra,Nagpur,472,3964
01-04-2025,Maharashtra,Nandurbar,328,2510
01-04-2025,Maharashtra,Pune,1204,11232
01-04-2025,Maharashtra,Raigad,388,5384
01-04-2025,Maharashtra,Ratnagiri,17,157
01-04-2025,Maharashtra,Thane,1303,13294
01-04-2025,Mizoram,Kolasib,190,800
01-04-2025,Mizoram,Lawngtlai,62,744
01-04-2025,Mizoram,Serchhip,76,238
01-04-2025,Punjab,Ferozepur,18,288
01-04-2025,Punjab,Gurdaspur,204,3480
01-04-2025,Punjab,Hoshiarpur,92,1386
01-04-2025,Punjab,Ludhiana,616,6314
01-04-2025,Punjab,Patiala,748,9196
01-04-2025,Punjab,SAS Nagar (Mohali),215,2282
01-04-2025,Rajasthan,Ajmer,477,3459
01-04-2025,Rajasthan,Alwar,615,4825
01-04-2025,Rajasthan,Baran,195,1381
01-04-2025,Rajasthan,Barmer,633,3918
01-04-2025,Rajasthan,Bharatpur,327,2151
01-04-2025,Rajasthan,Bikaner,1215,8503
01-04-2025,Rajasthan,Bundi,32,525
01-04-2025,Rajasthan,Chittorgarh,196,1438
01-04-2025,Rajasthan,Churu,923,7064
01-04-2025,Rajasthan,Dausa,246,1738
01-04-2025,Rajasthan,Dholpur,454,2444
01-04-2025,Rajasthan,Ganganagar,126,1462
01-04-2025,Rajasthan,Hanumangarh,738,6126
01-04-2025,Rajasthan,Jaipur,3582,25430
01-04-2025,Rajasthan,Jaisalmer,216,2486
01-04-2025,Rajasthan,Jhalawar,76,588
01-04-2025,Rajasthan,Jhunjhunun,428,3553
01-04-2025,Rajasthan,Jodhpur,897,8142
01-04-2025,Rajasthan,Karauli,446,2434
01-04-2025,Rajasthan,Kota,1289,7988
01-04-2025,Rajasthan,Nagaur,814,6425
01-04-2025,Rajasthan,Pali,446,3002
01-04-2025,Rajasthan,Rajsamand,310,1266
01-04-2025,Rajasthan,Sawai Madhopur,46,232
01-04-2025,Rajasthan,Sikar,540,5050
01-04-2025,Rajasthan,Sirohi,240,2312
01-04-2025,Rajasthan,Tonk,892,5394
01-04-2025,Rajasthan,Udaipur,147,1479
01-04-2025,Tamil Nadu,Chennai,340,4182
01-04-2025,Tamil Nadu,Coimbatore,33,330
01-04-2025,Tamil Nadu,Erode,46,730
01-04-2025,Tamil Nadu,Kancheepuram,854,7778
01-04-2025,Tamil Nadu,Karur,214,1965
01-04-2025,Tamil Nadu,Madurai,380,2914
01-04-2025,Tamil Nadu,Namakkal,60,561
01-04-2025,Tamil Nadu,Sivaganga,29,354
01-04-2025,Tamil Nadu,Thanjavur,120,1148
01-04-2025,Tamil Nadu,Theni,100,1091
01-04-2025,Tamil Nadu,Tiruchirappalli,88,1464
01-04-2025,Tamil Nadu,Tirunelveli,85,439
01-04-2025,Tamil Nadu,Tiruppur,697,5624
01-04-2025,Tamil Nadu,Tiruvallur,792,7607
01-04-2025,Tamil Nadu,Tiruvannamalai,78,616
01-04-2025,Tamil Nadu,Vellore,210,1761
01-04-2025,Telangana,Adilabad,368,2310
01-04-2025,Telangana,Hyderabad,1890,13025
01-04-2025,Telangana,K.v. Rangareddy,655,4011
01-04-2025,Telangana,Nizamabad,244,1293
01-04-2025,Telangana,Sangareddy,115,581
01-04-2025,Telangana,Suryapet,95,811
01-04-2025,Telangana,Vikarabad,250,1386
01-04-2025,Uttar Pradesh,Aligarh,1954,18794
01-04-2025,Uttar Pradesh,Baghpat,732,4722
01-04-2025,Uttar Pradesh,Bareilly,1154,9929
01-04-2025,Uttar Pradesh,Bijnor,760,6940
01-04-2025,Uttar Pradesh,Budaun,1064,9998
01-04-2025,Uttar Pradesh,Bulandshahr,1630,12498
01-04-2025,Uttar Pradesh,Etawah,624,4268
01-04-2025,Uttar Pradesh,Firozabad,651,8545
01-04-2025,Uttar Pradesh,Gautam Buddha Nagar,1402,11160
01-04-2025,Uttar Pradesh,Ghaziabad,2722,24160
01-04-2025,Uttar Pradesh,Hardoi,360,2961
01-04-2025,Uttar Pradesh,Kanpur Nagar,366,4562
01-04-2025,Uttar Pradesh,Lucknow,489,4100
01-04-2025,Uttar Pradesh,Meerut,206,1955
01-04-2025,Uttar Pradesh,Muzaffarnagar,477,3116
01-04-2025,Uttar Pradesh,Pilibhit,944,10402
01-04-2025,Uttar Pradesh,Rampur,756,5993
01-04-2025,Uttar Pradesh,Saharanpur,1506,13080
01-04-2025,Uttar Pradesh,Shamli,644,5240
01-04-2025,Uttarakhand,Champawat,86,649
01-04-2025,Uttarakhand,Dehradun,492,4348
01-04-2025,Uttarakhand,Haridwar,296,2284
01-04-2025,Uttarakhand,Nainital,1182,6332
01-04-2025,Uttarakhand,Pauri Garhwal,91,999
01-04-2025,Uttarakhand,Udham Singh Nagar,2281,15108
01-04-2025,Uttarakhand,Uttarkashi,98,756
